id, Blood_Bank_Name, State, District, City,Pincode, Mobile, Email,Name, Qualification , Category, Blood_Component_Available, Apheresis, Service_Time, Date_License_Obtained, Latitude, Longitude
1876,Bhagwan Mahaveer Cancer Hospital & Research Centre Blood Bank,Rajasthan,JAIPUR,Jaipur,302017,9414273735,bmchrc@hotmail.com,Dr. K.C. Lokwani ,"MBBS, MD",Charity,YES,YES,24x7,01-05-2014,26.863267,75.805818
1877,Jaipuria Hospital Blood Bank ,Rajasthan,JAIPUR,Jaipur,302018,9414980219,rajarambasira@gmail.com,Dr. Raja Ram Basira,"MBBS, MD (Med.) DIHBT ",Government,YES,YES,24x7,19-02-2015,26.856547,75.800524
1878,Mahatama Gandhi national Institute of Medical Sciences (MGNIMS) Blood Bank,Rajasthan,JAIPUR,Jaipur,302022,NULL,mghbloodbank@gmail.com,Dr. Haresh SaxeNULL,MD,Private,YES,YES,24x7,"01-01-2013	",26.770811,75.855209
1879,Swasthya Kalyan Blood Bank and Thalesemia Research Center,Rajasthan,JAIPUR,Jaipur,302003,9414144014,"swasthyajp1@gmail.com, swasthyakalyan@gmail.com",Dr. K.K. Mishra,NULL,Charity,YES,NULL,24x7,NULL,26.916784,75.829997
1880,Monilek Hospital and Research Center Blood Bank,Rajasthan,JAIPUR,Jaipur,302004,09001994821-23,kumarsarvesh892@gmail.com,Dr. Harish Panjabi,MD,Charity,YES,YES,24x7,"30-04-1997	",26.88687,75.83414
1881,national Institute of Medical Sciences Blood bank,Rajasthan,JAIPUR,Jaipur,303121,9214556402,bloodbanknims@gmail.com,Dr KalpaNULL Shankhla,MD,Charity,YES,YES,24x7,"2012	",27.192337,75.954816
1882,Agrasen Blood Bank,Rajasthan,JAIPUR,Jaipur,302023,9460421006,"agarsenbloodbank@gmail.com, swasthya1@rediffmail.com",Dr. Renu Kedia  ,MD,Charity,YES,NO,24x7,"2014	",26.957297,75.777845
1883,S.K. Soni Blood Bank,Rajasthan,JAIPUR,Jaipur,302013,NULL,ravindrakashyap3@gmail.com,Dr. Ravindra Kashyap,MD,Charity,YES,YES,24x7,"2014	",26.968848,75.773365
1884,Fortis Escorts Hospital Blood Bank,Rajasthan,JAIPUR,Jaipur,302017,NULL,bloodbank.jaipur@fortishealth.com,Dr.Himanshu sharma,NULL,Private,YES,NULL,24x7,NULL,26.846176,75.803437
1885,narayana Multispeciality Hospital Blood bank,Rajasthan,JAIPUR,Jaipur,302033,9414088635,info.jpr@nhhospital.org,Dr Nimi Thadeshwar,NULL,Private,YES,YES,24x7,"June -11	",26.794932,75.824591
1886,Apex Swasthya Kalyan Blood Bank,Rajasthan,JAIPUR,Jaipur,302017,9414962333,apexskbloodbank@gmail.com,Dr T N Mishra,DIPLOMA IN CLINICAL PATHOLOGY,Private,YES,YES,24x7,"02-12-2012	",26.854701,75.82519
1887,Metro Blood Bank ,Rajasthan,JAIPUR,Jaipur,302020,094689 70062,metromas@metrohospitals.com,"Dr. Manju	Raghav",MD,Private,YES,YES,24x7,"2014	",26.868106,75.768461
1888,Pushpa Devi Memorial Blood Bank ,Rajasthan,JAIPUR,Jaipur,302012,9414806888,bloodbnkjaipur@gmail.com,Dr Digpal Singh,NULL,Charity,YES,NO,24x7,"2015	",26.938802,75.780923
1889,Life care Blood Bank,Rajasthan,JAIPUR,Jaipur,302032,9414088635,NULL,NULL,NULL,Private,NULL,NULL,24x7,NULL,26.967938,75.766452
1890,Sevaytan Swasthay Kalyan Blood Bank,Rajasthan,JAIPUR,Jaipur,302006,9982211000,sevayatanskbb@gmail.com,Dr Urmil Dhuria,NULL,Charity,YES,NULL,24x7,04-07-1905,26.901102,75.770403
1891,Government BDM Hospital Blood Bank,Rajasthan,JAIPUR,Kotputli,303108,9414354122,bloodbankkotputli@gmail.com,Dr. Jai NULLrayanbora,NULL,Government,NULL,NULL,24x7,NULL,27.702019,76.190905
1892,Government S.J. Hospital Blood Bank,Rajasthan,JAISALMER,Jaisalmer,345001,9414396743,pariharpc@yahoo.com,Dr. Damodar Khatri ,"MBBS, MD",Government,NO,NO,24x7,31-12-2002,26.241797,73.021563
1893,Jalore Government General Hospital Blood Bank,Rajasthan,JALORE,Jalore,343001,9414398586,drsatyatsharma18@yahoo.com,Dr Satya Prakash Sharma,"MBBS, MD",Government,NO,NO,24x7,DONE INSPECTION,25.235099,72.504023
1894,Jhalawar Hospital and Medical College Blood Bank,Rajasthan,JHALAWAR,Jhalawar,326001,9414349145,s.r.g.h.bloodbankjwr@gmail.com,Dr.Sumit Prakash Rathore,MD,Government,YES,NO,24x7,NULL,24.586774,76.160622
1895,Government B.D.K. Hospital Blood Bank,Rajasthan,JHUNJHUNU,Jhunjhunu,333001,9414383629,bloodbankjhunjhunu@gmail.com,Dr. Anil Mahalawat,NULL,Government,NO,NO,24x7,"August 2015	",28.116641,75.395501
1896,Birla Sarvajanik Hospital Blood Bank,Rajasthan,JHUNJHUNU,Jhunjhunu,333001,9982211000,grs_bsh@yahoo.com,Dr Pawan Kumar Gupta,NULL,Charity,NO,NULL,24x7,NULL,28.358777,75.604018
1897,Mahatma Gandhi Hospital Blood Bank,Rajasthan,JODHPUR,Jodhpur,342001,9828030210,drbehramgh@gmail.com,Dr. Rajshree Behra,MD (PATHOLOGY),Government,YES,NO,24x7,16-05-1997,26.282878,73.018759
1898,Mathura Das Mathur Government Hospital Blood Bank,Rajasthan,JODHPUR,Jodhpur,342003,9982599995,drgcbyadwal@gmail.com,Dr. G C MEENULL,MD,Government,NO,NO,24x7,01-01-2013,26.266415,73.009226
1899,Umaid Hospital Blood Bank,Rajasthan,JODHPUR,Jodhpur,342003,9414325795,manjubohra59@gmail.com,Dr. Manju Bohra ,MD,Government,YES,YES,24x7,"December 2011	",26.284673,73.009906
1900,Military Hospital Blood Bank,Rajasthan,JODHPUR,Jodhpur,342006,9414084387,NULL,NULL,NULL,Government,NULL,NULL,24x7,NULL,26.289543,73.047169
1901,Kanun Devi Parasmal Mehta Medical and Blood Bank,Rajasthan,JODHPUR,Jodhpur,342003,9784732000,parasbloodbank@rediffmail.com,Dr. Radha Krishan Joshi,NULL,Charity,YES,YES,24x7,"26-12-2012	",26.27777,73.015288
1902,Kalapurnam General Hospital Khichan Blood Bank,Rajasthan,JODHPUR,Jodhpur,342308,"07568288089, 09414794973",abstractjodhpur@gmail.com,Dr Daulat Ram Sankala,NULL,Charity,NO,NULL,24x7,NULL,27.115405,72.415203
1903,Ambika Hospital Blood Bank,Rajasthan,JODHPUR,Jodhpur,342005,9610444411,NULL,Dr O P Vaidhya,NULL,Charity,YES,YES,24x7,"2013	",26.231723,73.021055
1904,AIIMS Hospital Blood Bank,Rajasthan,JODHPUR,Jodhpur,342005,N/A,dr.mandal@gmail.com,"Dr. ArchaNULL	",MD,Government,YES,YES,24x7,23-01-2015,26.241422,73.004365
1905,Jodhpur Medical College,Rajasthan,JODHPUR,Jodhpur,342003,0291 2740741,NULL,NULL,NULL,Private,NULL,NULL,24x7,NULL,26.269415,73.007401
1906,Government Hospital Karauli Blood Bank,Rajasthan,KARAULI,Karauli,322255,9887117390,pmokarauli@gmail.com,Dr Dharmbai MeeNULL,NULL,Government,NO,NULL,24x7,NULL,26.500853,77.025833
1907,Kota Blood Bank Society,Rajasthan,KOTA,Kota,324009,7442410100,kotabloodbank_97@rediffmail.com,Dr. Praveen Shankar Jha,NULL,Charity,YES,NO,24x7,21-03-1997,25.15205,75.835195
1908,Krishna Rotary Blood Bank,Rajasthan,KOTA,Kota,324005,"094141 88106, 09929603369",drved1944@gmail.com,Dr. Sourabh Gupta ,"MBBS, MD",Charity,YES,YES,24x7,07-07-1905,25.153422,75.851833
1909,Maharao Bhimsingh Hospital Blood Bank,Rajasthan,KOTA,Kota,324001,8058706597,NULL,NULL,NULL,Government,NULL,NULL,24x7,NULL,25.198998,75.856664
1910,New Hospital  Medical College Blood Bank,Rajasthan,KOTA,Kota,324010,N/A,NULL,NULL,NULL,Private,NULL,NULL,24x7,NULL,25.119971,75.831146
1911,Shri Ram Blood Bank,Rajasthan,KOTA,Kota,324005,9414167587,shrirambloodbank@gmail.com,Dr C B S Rajawat,"MBBS, MD",Private,NO,NO,24x7,"24-07-2014	",25.144698,75.837722
1912,Sudha Blood Bank,Rajasthan,KOTA,Kota,324005,"09461736905, 09166457841","sudhabloodbank57@gmail.com, sudhahospitalkota@gmail.com","Dr. Yogesh Gupta	","MBBS, MD",Private,YES,YES,24x7,"16-10-2014	",25.150517,75.852151
1913,Bharat Vikas Parishad Chikitshalya Blood Bank,Rajasthan,KOTA,Kota,324009,"094141 80505, 09571311112",bvphosp@gmail.com,Dr Romi Sawhney,MD,Charity,YES,YES,24x7,26-11-2014,25.16239,75.831475
1914,Government Hospital Blood Bank,Rajasthan,naGAUR,naGAUR,341001,9414463645,govtbloodbankNULLgaur@gmail.com,Dr. Sunita Singh ,"MBBS, MD",Government,NO,NO,24x7,NULL,27.207987,73.737224
1915,Government Bangar Hospital Blood Bank,Rajasthan,PALI,Pali,306401,9414644635,NULL,"Dr. Rajesh Gupta 	","MBBS, MD",Government,NO,NO,24x7,"08-10-2014	",25.776368,73.332182
1916,Government Hospital Blood Bank,Rajasthan,PALI,Sojat City,306104,N/A,NULL,Dr. Rajesh Gupta  ,"MBBS, MD",Government,NO,NO,24x7,"08-10-2014	",25.922226,73.663357
1917,Bhagwan Mahavir Hospital Blood Bank,Rajasthan,PALI,Sumerpur,306126,"098285 52764, 09413337981",bmhbloodbank@gmail.com,"Dr. Roop Singh Charan 	",MD,Charity,YES,NO,24x7,NULL,25.132911,73.11258
1918,Government District Hospital Blood Bank,Rajasthan,PRATAPGARH,Pratapgarh,341001,9782518462,bloodbankpartapgarh@gmail.com,Dr. O.P Dayma ,"MBBS, MD",Government,NO,NO,24x7,"2013	",25.6835288,81.9984388
1919,R.K. District Hospital Blood Bank,Rajasthan,RAJSAMAND,Rajsamand,313324,9413204230,bloodbankrajsamand@gmail.com,Dr H.C.Soni,NULL,Government,NO,NO,24x7,"30-04-2014	",25.024193,73.883611
1920,Riya Hospital Blood Bank,Rajasthan,SAWAI MADHOPUR, Gangapur City,322201,9414506583,"dranilsh@rediffmail.com, riyahospital.ggc@gmail.com",Dr Anil Kumar Rajoriya,NULL,Private,YES,NO,24x7,"26-12-2014	",26.487535,76.740236
1921,Sawai Madhopur Government General Hospital Blood Bank,Rajasthan,SAWAI MADHOPUR,Sawai Madhopur,322021,9214311187,bbr19890@gmail.com,Dr. Aizaz Fatima,"MBBS, MD",Government,NO,NO,24x7,"2002	",25.217543,75.837287
1922,S.K. Hospital Blood Bank,Rajasthan,SIKAR,Sikar,332001,9414463645,sikar.bloodbank@gmail.com,Dr. Rajendra Saini M.O,NULL,Government,YES,YES,24x7,01-09-2014,27.61311,75.150577
1923,Shri MunshiRam Mittal Memorial Seva Samiti Blood bank,Rajasthan,SIKAR,Sikar,332001,"09214205889, 09414325671","smrmbloodbank@yahoo.com, dr.surendrasr@yahoo.in",Pradeep Kumar,NULL,Charity,YES,NO,24x7,09-09-2010,27.612976,75.150611
1924,Dr. K.M. Memorial Jain Heart & General Hospital Blood Bank,Rajasthan,SIKAR,Sikar,332001,9414075108,drvkjainsikar@gmail.com,P C Garg,NULL,Charity,NO,NO,24x7,APPLIED FOR RENEWAL,27.613529,75.145288
1925,Getwell Hospital and Research Center Blood Bank ,Rajasthan,SIKAR,Sikar,332001,8854801375,drblranwa@gmail.com,Dr Vibha Gupta,"MBBS, MD",Charity,YES,NO,24x7,"31-02-2014	",27.611508,75.149061
1926,Government General Hospital Blood Bank,Rajasthan,SIROHI,Sirohi,307001,9414272256,pmosirohi@gmail.com,Dr. Virendra Mahatma ,"MBBS, MD",Government,NO,NO,24x7,01-12-2012,24.88629,72.859424
1927,Rotary International Global Hospital Blood Bank,Rajasthan,SIROHI,Sirohi,307510,NULL,globalbloodbank@gmail.com,Dr. Anita Chaudhari,"MBBS, MD",Charity,YES,NO,24x7,"2014	",24.538286,72.801958
1928,Government Hospital Blood Bank,Rajasthan,SRIGANGAnaGAR,Sriganganagar,335001,9414728810,pmosgnr@gmail.com,Dr. Sunita,"MBBS, MD",Government,NO,NO,24x7,01-12-2012,29.903133,73.873964
1929,Tapovan Blood Bank,Rajasthan,SRIGANGAnaGAR,Sriganganagar,335001,NULL,tapowanbloodbank@gmail.com,Dr. Neeru Garg ,"MBBS, MD",Private,YES,YES,24x7,"2011	",29.913206,73.881827
1930,Swastik Blood Bank ,Rajasthan,SRIGANGAnaGAR,Sriganganagar,335001,9829604601,ravinder.gn@gmail.com,Dr O  Sharma,NULL,Charity,YES,NO,24x7,03-07-1905,29.91577,73.87975
1931,Purohit Charitable Trust Blood Bank,Rajasthan,SRIGANGAnaGAR,Sriganganagar,335001,9414280808,purohitbloodbank@gmail.com,Dr H R Panwar,NULL,Charity,YES,NO,24x7,"2011	",29.923281,73.874708
1932,Sadat Government Hospital Blood Bank,Rajasthan,TONK,Tonk,304001,9414211998,NULL,Dr. B.L. NULLma  ,NULL,Government,NULL,NULL,24x7,NULL,26.176904,75.785332
1933,Maharana Bhupal Government Hospital Blood Bank,Rajasthan,UDAIPUR,Udaipur,313001,9414471024,kamalveerwal@yahoo.com,Dr. Sanjay Prakash,MD ( Pathology ),Government,YES,YES,24x7,05-07-2007,24.589107,73.692338
1934,GBH American Hospital Blood bank,Rajasthan,UDAIPUR,Udaipur,313001,"09829252112, 09414236370",aihmlbloodbank@yahoo.co.in,"Dr. Gunjan Bhatia	",MD,Private,YES,NO,24X7,04-07-1905,24.593634,73.696364
1935,Geetanjali Medical College and Hospital Blood Bank,Rajasthan,UDAIPUR,Udaipur,313002,"09461467755, 09414328867",surendrasingh_82@yahoo.com,Dr. Arjun Lal Jain,MD,Charity,YES,YES,24x7,05-07-1905,24.553352,73.731888
1936,Saral Blood Bank,Rajasthan,UDAIPUR,Udaipur,313001,NULL,shyamco@hotmail.com,Dr O P Mahatma,NULL,Charity,YES,NO,24x7,"09-04-2013	",24.594033,73.698544
1937,Lokmitra Blood Bank and Thalassemia Research Centre,Rajasthan,UDAIPUR,Udaipur,313001,NULL,lokmitrabloodbank@gmail.com,Dr. R.P. Kinra ,MD,Charity,YES,NO,24x7,"22-02-2013	",24.581121,73.712858
1938,Pacific Medical College and Hospital Blood Bank,Rajasthan,UDAIPUR,Udaipur,313001,9414464388,"bloodbank@pacificmedicalsciences.ac.in, rohan.moses037@gmail.com",Dr.C.S. Chajjed,"MBBS, MD",Charity,YES,YES,24x7,21-04-2014,24.668857,73.70231
1939,Central Blood Bank STNM Hospital,Sikkim,EAST Sikkim,Gangtok,737101,NULL,cbbstnmh90@gmail.com,Dr. Chintamani Sharma,"MBBS, DCP",Government,NO,NO,24x7,12-05-2014,27.331167,88.614144
1940,Central Referral Hospital Blood Bank,Sikkim,EAST Sikkim,Gangtok,737102,9957195986,drnnbhuyan@gmail.com,Dr. N.N. Bhuyan,"MBBS, MD",Private,YES,NO,24x7,30-01-2001,27.316213,88.597237
1941,Government General Hospital Blood Bank,Sikkim,SOUTH Sikkim,namchi,737126,7797895320,anjurai100@gmail.com,Dr. Anju Rai,MBBS,Government,NO,NO,24x7,24-10-2000,27.165618,88.360388
1942,Government  Head quarters Hospital,Tamilnadu,Ariyalur,Ariyalur,621704,NULL,NULL,NULL,NULL,Government,NULL,NULL,NULL,NULL,0,0
1943,CANCER INSTITUTE HOSPITAL BLOOD BANK,Tamilnadu,CHENNAI,Adyar,600036,NULL,cibloodbank3@gmail.com,Dr. NULLrmadha,MBBS,Charity,YES,YES,24X7,5/13/1997,13.005335,80.239623
1944,Rajiv Gandhi Government General Hospital,Tamilnadu,CHENNAI,Chennai,600003,9436120190,dchsub@yahoo.co.in,Dr.Subash,"MBBS, MD (Transfusion Medicine)",Government,YES,YES,24X7,N/A,13.081279,80.27678
1945,The Institute of Child Health and Hospital for Children,Tamilnadu,CHENNAI,Chennai,600008,"09445142097, 09941173095",ichbloodbank@gmail.com,Dr. Subbulakshmi,MD (Pathology),Government,YES,NO,24X7,31-03-1997,13.072798,80.258257
1946,Government Kilpauk Medical College Hospital Blood Bank,Tamilnadu,CHENNAI,Chennai,600010,9941242840,kmchbloodbank@gmail.com,Dr. Ravindran,"MBBS, DCP",Government,YES,NO,24x7,N/A,13.078315,80.243824
1947,Southern Railway Headquarters Hospital,Tamilnadu,CHENNAI,Chennai,600023,9841896599,N/A,Dr. Jaisri,"MBBS, MD, DCP, DNB",Government,YES,NO,24X7,NULL,13.101967,80.232996
1948,ESIC Hospital And Occupational Diseases Centre Blood Bank,Tamilnadu,CHENNAI,Chennai,600078,9840362852,NULL,NULL,NULL,Government,NULL,NULL,24x7,NULL,13.034844,80.2083
1949,Apollo Hospital Enterprises Limited Blood Bank,Tamilnadu,CHENNAI,Chennai,600006,9894769935,drrema_m@apollohospital.co,Dr. Rema Menon,MBBS,Private,YES,YES,24x7,30-09-1994,13.063084,80.251472
1950,Jeevan Blood Bank and Research Centre,Tamilnadu,CHENNAI,Chennai,600034,093817 75666,safeblood@jeevan.org,Dr. Prabhakaran,"MBBS, MD, Transfusion Medicine",Private,YES,NO,24X7,12-09-1995,13.064595,80.241688
1951,Apollo Speciality Hospital Blood Bank,Tamilnadu,CHENNAI,Chennai,600035,N/A,drrema_m@apollohospital.co,Dr. Rema Menon,MBBS,Private,YES,YES,24X7,30-09-1994,13.033595,80.24507
1952,Madras Medical Mission(Institute of Cardio Vascular Diseses),Tamilnadu,CHENNAI,Chennai,600050,N/A,bloodbank @mmm.org.in,Dr. Jeyaraju,"MBBS, DCP",Private,YES,NO,24x7,N/A,13.085812,80.187029
1953,Kanchi Kamakoti Child Trust Hospital Blood Bank,Tamilnadu,CHENNAI,Chennai,600034,98404598978,NULL,NULL,NULL,Charity,NULL,NULL,24x7,NULL,13.057336,80.245785
1954,Vijaya Hospital Blood Bank,Tamilnadu,CHENNAI,Chennai,600026,N/A,receptionpro2009@gmail.com,Dr. K. Prabahakar,MBBS,Private,YES,NO,24X7,29-06-1998,13.049867,80.208392
1955,MIOT Hospital Blood Bank,Tamilnadu,CHENNAI,Chennai,600089,N/A,bloodbank@miothospitals.com,Dr. Selvaraj,"MBBS, DCP",Private,YES,YES,24X7,23-06-2015,13.021971,80.186066
1956,Hindu Mission Hospital Blood Bank,Tamilnadu,CHENNAI,Chennai,600045,N/A,bloodbank@hindumissionhospital.org,Dr. NULLrayaNULLmoorthy,MBBS,Charity,NO,NO,24x7,10-11-1999,12.923848,80.113982
1957,Lions Blood Bank and Research Centre,Tamilnadu,CHENNAI,Chennai,600045,N/A,NULL,NULL,NULL,Charity,NO,NO,N/A,NULL,0,0
1958,International Centre for Cardio Thoracic and Vascular Diseases,Tamilnadu,CHENNAI,Chennai,600101,9790840976,translab@frontierlifeline.com,Dr. R. Sai Babu,"MBBS, DCP",Private,YES,NO,24x7,31-05-2004,13.076019,80.181451
1959,Dr.Kamatchi Memorial and Blood Component Research Centre ,Tamilnadu,CHENNAI,Chennai,600100,N/A,bloodbank@drkmh.com,Dr. Priyanka,MD (Transfusion Medicine),Private,YES,YES,24x7,13-03-2006,12.949232,80.209635
1960,Bharathiraja Speciality Hospital Blood Bank,Tamilnadu,CHENNAI,Chennai,600017,9443478202,NULL,NULL,NULL,Private,NO,NO,24x7,NULL,13.048082,80.245055
1961,Global Hospitals Blood Bank (A unit of Rabindranath GE Medical Association Pvt Ltd,Tamilnadu,CHENNAI,Chennai,600100,N/A,deepti.vij@gmail.com,Dr. Deepti Sachan,"MD, Transfusion Medicine",Private,YES,YES,24x7,05-12-2008,12.898506,80.206289
1962,Sri Ramachandra Medical College and Research Institute Blood Bank,Tamilnadu,CHENNAI,Chennai,600116,N/A,srmcbb@yahoo.com,Dr. Vinod Kumar Panicker,MD (Pathology),Private,YES,YES,24x7,09-06-1984,13.038833,80.143534
1963,Rotary Blood Bank,Tamilnadu,CHENNAI,Chennai,600091,N/A,rotarybloodbank_ngl@yahoo.com,Dr. Thiyagarajan,MBBS,Charity,YES,NO,24X7,15-10-2009,12.98107,80.195475
1964,St Thomas Blood Bank and Research Centre St Thomas Hospital,Tamilnadu,CHENNAI,Chennai,16,N/A,stthomasbloodbankcrc@gmail.com,Dr. Ashok,"MBBS, MD(TM)",Charity,YES,NO,24X7,N/A,13.012134,80.19625
1965,Right Hospitals Blood Bank,Tamilnadu,CHENNAI,Chennai,600010,N/A,rightbloodbank@gmail.com,Dr. Varadharajan,"MBBS, DCP",Private,YES,YES,24X7,28-01-2013,13.078914,80.240581
1966,Apollo Hospitals Blood Bank,Tamilnadu,CHENNAI,Chennai,600095,N/A,bloodbank_aybkm@apollohospitals.com,Dr. Anila Mathew,"MBBS, MD(TM)",Charity,YES,NO,24x7,03-02-2014,13.071266,80.150603
1967,Landsteiner Lakshmi Memorial Research Foundation,Tamilnadu,CHENNAI,Chennai,600029,8012999900,llmrf@yahoo.com / landsteinercharities@gmail.com,Dr.JeyakrishNULLn,MBBS,Charity,YES,NO,24X7,19-06-1995,13.079435,80.257308
1968,Madras Egmore Lions Blood Bank and Research Foundation,Tamilnadu,CHENNAI,Chennai,600008,8012999900,ceo@lionsbloodbank.net,Dr. GuNULLlakshmi,MBBS,Charity,YES,NO,24x7,25-10-1999,13.069705,80.260797
1969,Government Royapettah Hospital Blood Bank,Tamilnadu,CHENNAI,Chennai,600014,9940030580,bloodbankgrh@gmail.com,Dr. Duraisamy,MD (Pathology),Government,NO,NO,24x7,10-11-1994,13.054709,80.265073
1970,Government Peripheral Hospital Blood Bank,Tamilnadu,CHENNAI,Chennai,600102,9551107853,bbmogphan@gmail.com,Dr. Josephen Helen,"MBBS, DCP",Government,NO,NO,24X7,31-03-1997,13.095428,80.219317
1971,Government Kasthurbai Gandhi Hospital for Women & Children,Tamilnadu,CHENNAI,Chennai,600005,9444955617,kghbloodbank@gmail.com,Dr. Uma Maheshwaran,"MBBS, DCP",Government,NO,NO,24x7,N/A,13.059296,80.278431
1972,Institute of Obstetrics and Gynaecology Government Hospital for Women and Children,Tamilnadu,CHENNAI,Chennai,600008,9941823003,iogwch@yahoo.com,Dr. P. Jayanthi,"MBBS, DCP",Government,NO,NO,24x7,31-03-1997,13.073689,80.259207
1973,Government RSRM Hospital,Tamilnadu,CHENNAI,Chennai,600013,9840570494,rsrmbloodbank@gmail.com,Dr. KrishNULLkumar,"MBBS, DCP",Government,NO,NO,24x7,N/A,13.108993,80.288403
1974,Chennai Port Trust Hospital Blood Bank,Tamilnadu,CHENNAI,Chennai,600001,NULL,NULL,NULL,NULL,Charity,NO,NO,24x7,NULL,13.085925,80.291757
1975,ESI Hospital Blood Bank,Tamilnadu,CHENNAI,Chennai,600023,9443285809,bloodbankesihospital@gmail.com,Dr. Kaliselvam,MBBS,Government,NO,NO,24X7,31-03-1997,13.094828,80.240417
1976,Rotary Central TTK Voluntary Health Services (Dr Raganathan Memorial Blood Bank),Tamilnadu,CHENNAI,Chennai,600113,9444021560,vhsbb@yahoo.com,Dr. Mythily,"MBBS, DCP",Charity,YES,NO,24X7,17-05-1905,13.002059,80.24716
1977, AA Lab Blood Bank,Tamilnadu,CHENNAI,Chennai,600034,"09444368721, 09884067846",NULL,Dr. Gandhi Mahalingam,MBBS,Charity,YES,NO,24x7,16-03-1989,13.054067,80.239828
1978,Sree Venkateswara Blood Bank,Tamilnadu,CHENNAI,Chennai,600013,"09841067775, 09786631490",drkselvarajan@yahoo.co.in,Dr. Sivarajan,"MBBS, DMRT",Private,NO,NO,24x7,05-02-1999,13.109828,80.281945
1979,CSI Rainy Multi Speciality Hospital,Tamilnadu,CHENNAI,Chennai,600021,NULL,NULL,NULL,NULL,Private,NO,NO,24x7,NULL,13.11812,80.290511
1980,Dhanvandri Blood Bank and Research Centre of Sreemahalakshmi Charitable Health Trust,Tamilnadu,CHENNAI,Chennai,600017,N/A,siva_ramank@yahoo.co.in,Dr. Jeyakumaresan,MBBS,Charity,YES,YES,24x7,01-12-2025,13.031013,80.231629
1981,ACS General Hospital ,Tamilnadu,CHENNAI,Chennai,600077,NULL,NULL,NULL,NULL,Private,NO,NO,24x7,NULL,13.06852,80.131421
1982,Muthukumaran Medical College Hospital and Research Institute,Tamilnadu,CHENNAI,Chennai,600069,N/A,drramarao4@yahoo.com,Dr. Ramarao,MBBS,Private,YES,NO,24X7,02-02-2010,13.017931,80.108969
1983,Tagore Medical College Hospital Blood Bank,Tamilnadu,CHENNAI,Chennai,600127,"9551757371, 9443704267",pathology@tagoremch.com,Dr. Ponnusamy.V,MBBS,Private,YES,NO,24x7,07-09-2010,12.860204,80.291655
1984,Fortis Malar Hospitals Limited Blood Bank,Tamilnadu,CHENNAI,Chennai,600020,9176633665,bloodbank.malar@fortishealthcare.com,Dr. JyothsNULL Codady,MBBS,Private,YES,NO,24X7,21-10-2010,13.01006,80.258702
1985,Madha Medical College and Hospital Blood Bank,Tamilnadu,CHENNAI,Chennai,600128,8148077777,NULL,NULL,NULL,Private,NO,NO,24x7,NULL,13.004678,80.112061
1986,Billroth Hospitals Limited Blood Bank,Tamilnadu,CHENNAI,Chennai,600030,9840538108,bloodbank1@billrothhospital.com,Dr. K.Selvarajan,"MBBS.,DCP",Private,YES,YES,24x7,28-10-2014,13.075671,80.227297
1987,Government Stanley Hospital Blood Bank,Tamilnadu,CHENNAI,Chennai,600001,9840053283,N/A,Dr. RajKumar,"MBBS,DCP",Government,YES,YES,24X7,N/A,13.105854,80.285439
1988,M/S SRM Institutes For Medical Science,Tamilnadu,CHENNAI,Chennai,600026,NULL,transfusionmedicine@simshospitals.com,NULL,NULL,Private,YES,YES,NULL,NULL,0,0
1989,Government Kasturba Gandhi Hospital Blood Bank,Tamilnadu,CHENNAI,Chennai,600008,NULL,NULL,NULL,NULL,Government,NULL,NULL,NULL,NULL,0,0
1990,Sree Balaji General Hospital Blood Bank,Tamilnadu,CHENNAI,Chrompet,600044,N/A,NULL,NULL,NULL,Private,NO,NO,24x7,NULL,12.954308,80.137703
1991,Indian Red Cross Society Blood Bank,Tamilnadu,CHENNAI,Egmore,600008,"09443076418, 08754040286, 09444441898",NULL,NULL,NULL,Charity,NULL,NULL,N/A,NULL,0,0
1992,The Tamil nadu Dr. MGR Medical University Blood Bank,Tamilnadu,CHENNAI,Guindy,600032,NULL,NULL,Dr. P. Arumugam,"MBBS, MD",Government,YES,YES,24x7,01-01-2008,13.009896,80.218188
